Player,Pos,Age,Tm,G,MP,FG%,Dist.,Year,% of FGA by Distance 2P,% of FGA by Distance (0-3),% of FGA by Distance (3-10),% of FGA by Distance (10-16),% of FGA by Distance (16-3P),% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance (0-3),FG% by Distance (3-10),FG% by Distance (10-16),FG% by Distance (16-3P),FG% by Distance (3P),% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks,Dunks #,Corner 3s %3PA,Corner 3s 3P%,Heaves Att,Heaves Made
Greg Monroe\monrogr01,C,28,BOS,2,5,0.6,3.3,2018-2019,1,0.4,0.6,0,0,0,0.6,1,0.333,,,,0,,0,0,,,0,0
Greg Monroe\monrogr01,C,28,PHI,3,52,0.652,7.4,2018-2019,0.957,0.348,0.348,0.174,0.087,0.043,0.636,1,0.5,0.5,0,1,0.643,1,0,0,0,,0,0
E'Twaun Moore\mooreet01,SG,29,NOP,53,1463,0.481,13.3,2018-2019,0.669,0.211,0.256,0.13,0.073,0.331,0.506,0.652,0.463,0.449,0.333,0.432,0.694,0.921,0.002,0,0.324,0.333,0,0
Eric Moreland\moreler01,PF,27,TOT,5,43,0.429,6.7,2018-2019,0.857,0.429,0.429,0,0,0.143,0.333,0.333,0.333,,,1,0,1,0,0,0,,0,0
Eric Moreland\moreler01,PF,27,PHO,1,5,,,2018-2019,,,,,,,,,,,,,,,,0,,,0,0
Eric Moreland\moreler01,PF,27,TOR,4,38,0.429,6.7,2018-2019,0.857,0.429,0.429,0,0,0.143,0.333,0.333,0.333,,,1,0,1,0,0,0,,0,0
Jaylen Morris\morrija01,SG,23,MIL,4,29,0.4,10.5,2018-2019,0.7,0.4,0.3,0,0,0.3,0.429,0.5,0.333,,,0.333,0.667,1,0,0,0,,0,0
Marcus Morris\morrima03,PF,29,BOS,75,2091,0.447,16.6,2018-2019,0.539,0.174,0.117,0.143,0.104,0.461,0.508,0.68,0.455,0.38,0.455,0.375,0.528,0.938,0.017,13,0.144,0.232,4,0
Markieff Morris\morrima02,PF,29,TOT,58,1270,0.421,14.6,2018-2019,0.581,0.221,0.169,0.151,0.039,0.419,0.484,0.654,0.415,0.342,0.368,0.335,0.581,0.985,0.035,15,0.241,0.286,1,0
Markieff Morris\morrima02,PF,29,WAS,34,883,0.436,15.2,2018-2019,0.561,0.207,0.159,0.159,0.037,0.439,0.516,0.706,0.423,0.385,0.417,0.333,0.579,0.979,0.04,12,0.174,0.32,1,0
Markieff Morris\morrima02,PF,29,OKC,24,387,0.391,13.3,2018-2019,0.622,0.25,0.192,0.135,0.045,0.378,0.423,0.564,0.4,0.238,0.286,0.339,0.585,1,0.026,3,0.407,0.25,0,0
Monte Morris\morrimo01,PG,23,DEN,82,1970,0.493,14,2018-2019,0.677,0.178,0.221,0.171,0.107,0.323,0.531,0.64,0.497,0.517,0.44,0.414,0.456,0.862,0.003,2,0.264,0.45,1,0
Donatas Motiejūnas\motiedo01,PF,28,SAS,3,13,0.5,7.8,2018-2019,1,0.333,0.333,0.333,0,0,0.5,0.5,0.5,0.5,,,1,,0,0,,,0,0
Johnathan Motley\motlejo01,PF,23,LAC,22,156,0.534,4.7,2018-2019,0.959,0.493,0.397,0.068,0,0.041,0.557,0.722,0.414,0.2,,0,0.615,,0.205,14,0.333,0,0,0
Emmanuel Mudiay\mudiaem01,PG,22,NYK,59,1607,0.446,12.7,2018-2019,0.716,0.322,0.115,0.169,0.111,0.284,0.492,0.538,0.388,0.488,0.476,0.329,0.226,0.855,0.015,10,0.157,0.424,0,0
Jamal Murray\murraja01,PG,21,DEN,75,2447,0.437,15.1,2018-2019,0.647,0.184,0.16,0.169,0.134,0.353,0.476,0.583,0.399,0.439,0.465,0.367,0.526,0.684,0.025,25,0.089,0.568,2,0
Džanan Musa\musadz01,SG,19,BRK,9,39,0.409,15.6,2018-2019,0.545,0.227,0.182,0.045,0.091,0.455,0.667,0.8,0.75,0,0.5,0.1,0.75,1,0,0,0.2,0,0,0
Mike Muscala\muscami01,PF,27,TOT,64,1306,0.402,20.2,2018-2019,0.291,0.144,0.061,0.047,0.039,0.709,0.533,0.596,0.455,0.529,0.429,0.348,0.768,1,0.017,5,0.191,0.306,1,0
Mike Muscala\muscami01,PF,27,PHI,47,1041,0.392,20.2,2018-2019,0.284,0.14,0.061,0.05,0.032,0.716,0.519,0.615,0.471,0.5,0.222,0.342,0.756,1,0.022,5,0.206,0.317,1,0
Mike Muscala\muscami01,PF,27,LAL,17,265,0.434,19.9,2018-2019,0.313,0.157,0.06,0.036,0.06,0.687,0.577,0.538,0.4,0.667,0.8,0.368,0.8,1,0,0,0.14,0.25,0,0
Svi Mykhailiuk\mykhasv01,SF,21,TOT,42,440,0.329,19.3,2018-2019,0.364,0.157,0.057,0.043,0.107,0.636,0.333,0.455,0.125,0.333,0.267,0.326,0.706,0.966,0.021,2,0.247,0.364,0,0
Svi Mykhailiuk\mykhasv01,SF,21,LAL,39,420,0.333,19.4,2018-2019,0.356,0.152,0.061,0.045,0.098,0.644,0.362,0.5,0.125,0.333,0.308,0.318,0.706,0.963,0.015,2,0.247,0.333,0,0
Svi Mykhailiuk\mykhasv01,SF,21,DET,3,20,0.25,16.6,2018-2019,0.5,0.25,0,0,0.25,0.5,0,0,,,0,0.5,,1,0.125,0,0.25,1,0,0
Abdel Nader\naderab01,SF,25,OKC,61,694,0.423,13.6,2018-2019,0.535,0.353,0.149,0.014,0.019,0.465,0.513,0.553,0.469,0,0.5,0.32,0.492,0.969,0.028,5,0.4,0.375,1,0
Larry Nance Jr.\nancela02,C,26,CLE,67,1795,0.52,9.5,2018-2019,0.795,0.468,0.154,0.09,0.084,0.205,0.567,0.728,0.351,0.349,0.3,0.337,0.648,0.97,0.196,82,0.173,0.235,1,0
Shabazz Napier\napiesh01,PG,27,BRK,56,983,0.389,17.2,2018-2019,0.476,0.189,0.11,0.094,0.083,0.524,0.449,0.585,0.292,0.415,0.389,0.333,0.237,0.592,0,0,0.118,0.37,1,0
Raul Neto\netora01,PG,26,UTA,37,474,0.46,12.9,2018-2019,0.627,0.304,0.161,0.124,0.037,0.373,0.535,0.694,0.385,0.45,0.167,0.333,0.278,0.8,0,0,0.35,0.381,0,0
Georges Niang\niangge01,PF,25,UTA,59,516,0.475,16.7,2018-2019,0.42,0.16,0.182,0.061,0.017,0.58,0.566,0.69,0.515,0.545,0,0.41,0.512,0.953,0.006,1,0.4,0.381,0,0
Joakim Noah\noahjo01,C,33,MEM,42,693,0.516,3.9,2018-2019,0.995,0.695,0.211,0.019,0.07,0.005,0.519,0.622,0.311,0,0.267,0,0.736,,0.211,41,0,,1,0
Nerlens Noel\noelne01,C,24,OKC,77,1055,0.587,4.7,2018-2019,1,0.62,0.188,0.145,0.047,0,0.587,0.725,0.365,0.375,0.308,,0.728,,0.301,76,,,0,0
Dirk Nowitzki\nowitdi01,PF,40,DAL,51,795,0.359,20.9,2018-2019,0.455,0.011,0.064,0.144,0.237,0.545,0.415,0.75,0.292,0.481,0.393,0.312,0.817,1,0.005,2,0.098,0.35,1,0
Frank Ntilikina\ntilila01,PG,20,NYK,43,904,0.337,16.6,2018-2019,0.592,0.152,0.117,0.202,0.121,0.408,0.371,0.488,0.303,0.368,0.294,0.287,0.29,0.727,0.011,2,0.209,0.25,1,0
James Nunnally\nunnaja01,SF,28,TOT,15,102,0.353,19.7,2018-2019,0.265,0.118,0.088,0,0.059,0.735,0.444,0.75,0.333,,0,0.32,0.75,1,0,0,0.48,0.333,0,0
James Nunnally\nunnaja01,SF,28,MIN,13,64,0.429,18.1,2018-2019,0.381,0.143,0.143,0,0.095,0.619,0.5,1,0.333,,0,0.385,0.75,1,0,0,0.385,0.4,0,0
James Nunnally\nunnaja01,SF,28,HOU,2,38,0.231,22.3,2018-2019,0.077,0.077,0,0,0,0.923,0,0,,,,0.25,,1,0,0,0.583,0.286,0,0
Jusuf Nurkić\nurkiju01,C,24,POR,72,1974,0.508,5.7,2018-2019,0.965,0.552,0.262,0.056,0.096,0.035,0.523,0.603,0.417,0.391,0.43,0.103,0.657,1,0.097,68,0.069,0,0,0
David Nwaba\nwabada01,SF,26,CLE,51,984,0.481,10.1,2018-2019,0.714,0.408,0.24,0.061,0.004,0.286,0.545,0.636,0.397,0.563,0,0.32,0.49,1,0.061,15,0.48,0.361,1,0
Royce O'Neale\onealro01,SF,25,UTA,82,1671,0.475,14.9,2018-2019,0.487,0.332,0.108,0.035,0.012,0.513,0.569,0.702,0.27,0.25,0.5,0.386,0.747,0.985,0.09,22,0.42,0.365,5,0
Kyle O'Quinn\oquinky01,C,28,IND,45,371,0.507,12.3,2018-2019,0.912,0.272,0.11,0.184,0.346,0.088,0.548,0.676,0.467,0.4,0.553,0.083,0.809,1,0.029,3,0.167,0,0,0
Semi Ojeleye\ojelese01,PF,24,BOS,56,594,0.424,16.7,2018-2019,0.437,0.272,0.076,0.044,0.044,0.563,0.565,0.721,0.417,0.143,0.286,0.315,0.692,0.929,0.057,9,0.36,0.344,1,0
Jahlil Okafor\okafoja01,C,23,NOP,59,935,0.586,4.6,2018-2019,0.986,0.514,0.378,0.086,0.008,0.014,0.591,0.683,0.489,0.484,0.667,0.2,0.493,1,0.122,39,0,,0,0
Elie Okobo\okoboel01,PG,21,PHO,53,958,0.393,15.5,2018-2019,0.545,0.241,0.124,0.11,0.069,0.455,0.475,0.643,0.306,0.375,0.35,0.295,0.453,0.795,0.024,7,0.106,0.286,1,0
Josh Okogie\okogijo01,SG,20,MIN,74,1757,0.386,14,2018-2019,0.577,0.315,0.118,0.057,0.087,0.423,0.464,0.631,0.183,0.414,0.273,0.279,0.654,0.95,0.081,38,0.34,0.315,1,0
Victor Oladipo\oladivi01,SG,26,IND,36,1147,0.423,16.2,2018-2019,0.633,0.226,0.082,0.087,0.238,0.367,0.47,0.602,0.188,0.431,0.457,0.343,0.291,0.676,0.036,16,0.083,0.278,1,0
Kelly Olynyk\olynyke01,PF,27,MIA,79,1812,0.463,16.5,2018-2019,0.434,0.246,0.113,0.037,0.037,0.566,0.604,0.719,0.516,0.381,0.333,0.354,0.696,0.982,0.027,14,0.219,0.371,1,0
Cedi Osman\osmande01,SF,23,CLE,76,2444,0.427,14.8,2018-2019,0.557,0.287,0.118,0.077,0.075,0.443,0.489,0.603,0.33,0.4,0.397,0.348,0.5,0.838,0.012,10,0.235,0.318,1,0
Kelly Oubre Jr.\oubreke01,SF,23,TOT,69,1935,0.445,13.1,2018-2019,0.599,0.325,0.185,0.053,0.034,0.401,0.53,0.639,0.353,0.489,0.517,0.32,0.558,0.87,0.099,70,0.225,0.316,1,0
Kelly Oubre Jr.\oubreke01,SF,23,WAS,29,755,0.433,13.7,2018-2019,0.567,0.298,0.2,0.039,0.03,0.433,0.526,0.626,0.393,0.417,0.556,0.311,0.659,0.951,0.105,29,0.22,0.276,0,0
Kelly Oubre Jr.\oubreke01,SF,23,PHO,40,1180,0.453,12.7,2018-2019,0.616,0.341,0.177,0.061,0.037,0.384,0.532,0.645,0.326,0.515,0.5,0.325,0.506,0.821,0.095,41,0.228,0.34,1,0
Zaza Pachulia\pachuza01,C,34,DET,68,878,0.44,7.1,2018-2019,0.979,0.523,0.212,0.098,0.145,0.021,0.45,0.564,0.244,0.632,0.214,0,0.624,,0.021,4,0,,4,0
Jabari Parker\parkeja01,PF,23,TOT,64,1724,0.493,11.8,2018-2019,0.74,0.364,0.148,0.088,0.139,0.26,0.556,0.714,0.432,0.409,0.365,0.313,0.484,0.869,0.128,88,0.241,0.383,1,0
Jabari Parker\parkeja01,PF,23,CHI,39,1042,0.474,12.2,2018-2019,0.754,0.328,0.147,0.103,0.177,0.246,0.523,0.697,0.426,0.375,0.366,0.325,0.47,0.892,0.108,44,0.281,0.406,0,0
Jabari Parker\parkeja01,PF,23,WAS,25,682,0.523,11.1,2018-2019,0.716,0.425,0.151,0.063,0.077,0.284,0.613,0.736,0.442,0.5,0.364,0.296,0.504,0.833,0.161,44,0.185,0.333,1,0
Tony Parker\parketo01,PG,36,CHO,56,1003,0.46,11.3,2018-2019,0.89,0.305,0.192,0.134,0.259,0.11,0.485,0.582,0.404,0.565,0.392,0.255,0.145,1,0,0,0.157,0.375,2,0
Chandler Parsons\parsoch01,SF,30,MEM,25,496,0.374,17.1,2018-2019,0.484,0.176,0.121,0.099,0.088,0.516,0.443,0.531,0.455,0.278,0.438,0.309,0.667,0.828,0.005,1,0.223,0.238,0,0
Patrick Patterson\pattepa01,PF,29,OKC,63,861,0.374,17.9,2018-2019,0.374,0.16,0.1,0.091,0.023,0.626,0.439,0.571,0.273,0.4,0.4,0.336,0.722,1,0.027,6,0.314,0.302,0,0
Justin Patton\pattoju01,C,21,PHI,3,21,0.286,9.5,2018-2019,0.714,0.571,0,0.143,0,0.286,0.4,0.5,,0,,0,1,,0.143,1,0,,0,0
Chris Paul\paulch01,PG,33,HOU,58,1857,0.419,17.9,2018-2019,0.507,0.081,0.133,0.225,0.068,0.493,0.479,0.586,0.396,0.469,0.551,0.358,0.057,0.252,0,0,0.163,0.345,3,1
Cameron Payne\payneca01,PG,24,TOT,40,712,0.43,14.2,2018-2019,0.623,0.247,0.175,0.121,0.081,0.377,0.511,0.545,0.59,0.407,0.389,0.298,0.296,0.64,0,0,0.179,0.4,1,0
Cameron Payne\payneca01,PG,24,CHI,31,536,0.411,13.6,2018-2019,0.649,0.28,0.173,0.119,0.077,0.351,0.486,0.532,0.552,0.3,0.462,0.271,0.302,0.688,0,0,0.169,0.5,1,0
Cameron Payne\payneca01,PG,24,CLE,9,176,0.491,16.3,2018-2019,0.545,0.145,0.182,0.127,0.091,0.455,0.6,0.625,0.7,0.714,0.2,0.36,0.278,0.556,0,0,0.2,0.2,0,0
Elfrid Payton\paytoel01,PG,24,NOP,42,1250,0.434,9.5,2018-2019,0.745,0.413,0.296,0.024,0.012,0.255,0.476,0.541,0.377,0.5,0.6,0.314,0.349,0.848,0.019,6,0.057,0.167,1,0
Gary Payton II\paytoga02,PG,26,WAS,3,16,0.625,6.6,2018-2019,0.75,0.75,0,0,0,0.25,0.667,0.667,,,,0.5,0.75,1,0.125,1,0.5,1,0,0
Theo Pinson\pinsoth01,SG,23,BRK,18,211,0.342,19,2018-2019,0.37,0.178,0.123,0.027,0.041,0.63,0.481,0.769,0.222,0,0.333,0.261,0.308,0.75,0.014,1,0.065,0.333,1,0
Mason Plumlee\plumlma01,C,28,DEN,82,1731,0.593,4.6,2018-2019,0.977,0.602,0.283,0.059,0.034,0.023,0.602,0.744,0.36,0.538,0.2,0.2,0.704,1,0.283,117,0.1,0,3,0
Miles Plumlee\plumlmi01,C,30,ATL,18,173,0.667,3.4,2018-2019,1,0.708,0.188,0.083,0.021,0,0.667,0.735,0.667,0.25,0,,0.625,,0.417,14,,,0,0
Jakob Poeltl\poeltja01,C,23,SAS,77,1273,0.645,2.9,2018-2019,1,0.7,0.248,0.041,0.01,0,0.645,0.709,0.486,0.417,1,,0.706,,0.107,28,,,0,0
Quincy Pondexter\pondequ01,SF,30,SAS,53,292,0.5,10.9,2018-2019,0.69,0.431,0.121,0.103,0.034,0.31,0.575,0.68,0.429,0.333,0.5,0.333,0.652,1,0.069,3,0.5,0.333,0,0
Otto Porter\porteot01,SF,25,TOT,56,1683,0.465,16.7,2018-2019,0.602,0.152,0.109,0.149,0.191,0.398,0.504,0.663,0.571,0.458,0.374,0.406,0.605,0.875,0.009,6,0.27,0.42,0,0
Otto Porter\porteot01,SF,25,WAS,41,1191,0.457,16.3,2018-2019,0.602,0.172,0.106,0.152,0.172,0.398,0.515,0.684,0.596,0.448,0.355,0.369,0.642,0.923,0.009,4,0.313,0.4,0,0
Otto Porter\porteot01,SF,25,CHI,15,492,0.483,17.5,2018-2019,0.602,0.109,0.114,0.144,0.234,0.398,0.479,0.591,0.522,0.483,0.404,0.488,0.517,0.795,0.01,2,0.175,0.5,0,0
Bobby Portis\portibo01,PF,23,TOT,50,1299,0.444,12.6,2018-2019,0.696,0.272,0.236,0.084,0.104,0.304,0.467,0.573,0.439,0.434,0.277,0.393,0.534,1,0.046,23,0.105,0.35,0,0
Bobby Portis\portibo01,PF,23,CHI,22,531,0.45,11.4,2018-2019,0.734,0.306,0.244,0.118,0.066,0.266,0.477,0.506,0.515,0.5,0.167,0.375,0.526,1,0.048,9,0.042,0.333,0,0
Bobby Portis\portibo01,PF,23,WAS,28,768,0.44,13.6,2018-2019,0.667,0.246,0.23,0.059,0.132,0.333,0.458,0.636,0.378,0.333,0.319,0.403,0.541,1,0.045,14,0.143,0.353,0,0
Dwight Powell\poweldw01,C,27,DAL,77,1662,0.597,8.6,2018-2019,0.739,0.578,0.123,0.014,0.023,0.261,0.699,0.797,0.417,0.143,0.091,0.307,0.841,1,0.216,99,0.087,0.364,0,0
Norman Powell\powelno01,SG,25,TOR,60,1126,0.483,13.7,2018-2019,0.575,0.383,0.103,0.038,0.053,0.425,0.543,0.621,0.512,0.267,0.238,0.4,0.552,0.926,0.053,20,0.312,0.472,3,0
Alex Poythress\poythal01,PF,25,ATL,21,305,0.494,8.4,2018-2019,0.716,0.617,0.074,0,0.025,0.284,0.534,0.6,0.167,,0,0.391,0.71,1,0.185,10,0.696,0.438,0,0
Taurean Prince\princta02,SF,24,ATL,55,1552,0.441,17,2018-2019,0.47,0.173,0.118,0.109,0.069,0.53,0.498,0.689,0.371,0.4,0.39,0.39,0.453,0.854,0.019,10,0.346,0.413,3,0
Zhou Qi\qizh01,PF,23,HOU,1,1,1,1.4,2018-2019,1,1,0,0,0,0,1,1,,,,,1,,1,1,,,0,0
Ivan Rabb\rabbiv01,PF,21,MEM,49,721,0.547,7.6,2018-2019,0.929,0.429,0.269,0.09,0.142,0.071,0.574,0.692,0.596,0.526,0.2,0.2,0.664,1,0.108,22,0.4,0,0,0
Chasson Randle\randlch01,PG,25,WAS,49,743,0.419,15.9,2018-2019,0.47,0.258,0.129,0.032,0.051,0.53,0.441,0.607,0.286,0.143,0.182,0.4,0.533,0.696,0.005,0,0.209,0.333,0,0
Julius Randle\randlju01,PF,24,NOP,73,2232,0.524,8.3,2018-2019,0.821,0.446,0.274,0.062,0.039,0.179,0.564,0.689,0.426,0.412,0.333,0.344,0.49,0.91,0.075,78,0.164,0.344,0,0
J.J. Redick\redicjj01,SG,34,PHI,76,2379,0.44,20.9,2018-2019,0.411,0.081,0.045,0.045,0.241,0.589,0.502,0.639,0.348,0.435,0.498,0.397,0.83,0.95,0,0,0.129,0.397,0,0
Davon Reed\reedda01,SG,23,IND,10,47,0.417,15.1,2018-2019,0.667,0.333,0,0.083,0.25,0.333,0.375,0.75,,0,0,0.5,0.333,1,0,0,0,,0,0
Cameron Reynolds\reynoca01,SG,23,MIN,19,259,0.423,19,2018-2019,0.346,0.128,0.064,0.09,0.064,0.654,0.444,0.4,0.4,0.714,0.2,0.412,0.75,0.952,0.051,3,0.314,0.375,0,0
Josh Richardson\richajo01,SG,25,MIA,73,2539,0.412,16.5,2018-2019,0.552,0.176,0.125,0.131,0.12,0.448,0.458,0.569,0.367,0.455,0.39,0.357,0.436,0.878,0.027,25,0.154,0.366,0,0
Malachi Richardson\richama01,SG,23,TOR,22,103,0.31,22.6,2018-2019,0.138,0.069,0.034,0,0.034,0.862,0.25,0.5,0,,0,0.32,0,0.875,0,0,0.48,0.333,0,0
Austin Rivers\riverau01,SG,26,TOT,76,2028,0.406,16.4,2018-2019,0.428,0.217,0.177,0.031,0.003,0.572,0.522,0.645,0.406,0.278,1,0.318,0.313,0.683,0.003,2,0.211,0.333,1,0
Austin Rivers\riverau01,SG,26,WAS,29,683,0.392,15.7,2018-2019,0.454,0.258,0.165,0.026,0.005,0.546,0.489,0.6,0.375,0,1,0.311,0.233,0.758,0.005,1,0.16,0.353,0,0
Austin Rivers\riverau01,SG,26,HOU,47,1345,0.413,16.8,2018-2019,0.415,0.196,0.183,0.034,0.003,0.585,0.541,0.676,0.42,0.385,1,0.321,0.353,0.648,0.003,1,0.235,0.327,1,0
Devin Robinson\robinde01,SF,23,WAS,7,95,0.594,7.8,2018-2019,0.938,0.406,0.281,0.094,0.156,0.063,0.633,0.692,0.778,0.333,0.4,0,0.737,,0.219,7,0,,0,0
Duncan Robinson\robindu01,SF,24,MIA,15,161,0.391,20.8,2018-2019,0.239,0.13,0.022,0.043,0.043,0.761,0.727,0.833,1,0.5,0.5,0.286,0.875,1,0.043,2,0.229,0.375,0,0
Glenn Robinson III\robingl02,SF,25,DET,47,610,0.42,13.6,2018-2019,0.648,0.222,0.21,0.114,0.102,0.352,0.491,0.744,0.324,0.25,0.556,0.29,0.839,0.944,0.051,8,0.516,0.25,0,0
Jerome Robinson\robinje01,SG,21,LAC,33,320,0.4,18.3,2018-2019,0.482,0.145,0.118,0.118,0.1,0.518,0.491,0.688,0.231,0.615,0.364,0.316,0.577,0.889,0.009,1,0.158,0.444,2,0
Mitchell Robinson\robinmi01,C,20,NYK,66,1360,0.694,1.5,2018-2019,1,0.904,0.086,0.003,0.007,0,0.694,0.734,0.32,1,0,,0.644,,0.526,128,,,0,0
Rajon Rondo\rondora01,PG,32,LAL,46,1369,0.405,12.5,2018-2019,0.671,0.35,0.183,0.058,0.081,0.329,0.428,0.55,0.291,0.24,0.343,0.359,0.169,0.471,0.009,4,0.162,0.217,1,0
Derrick Rose\rosede01,PG,30,MIN,51,1392,0.482,12.1,2018-2019,0.806,0.29,0.175,0.158,0.183,0.194,0.509,0.651,0.364,0.496,0.435,0.37,0.249,0.685,0.001,1,0.144,0.524,3,0
Terrence Ross\rosste01,SG,27,ORL,81,2150,0.428,20.7,2018-2019,0.449,0.068,0.049,0.104,0.228,0.551,0.484,0.7,0.46,0.43,0.449,0.383,0.713,0.765,0.028,24,0.092,0.462,7,0
Terry Rozier\roziete01,PG,24,BOS,79,1791,0.387,17,2018-2019,0.494,0.168,0.137,0.098,0.092,0.506,0.422,0.634,0.297,0.369,0.279,0.353,0.36,0.739,0.027,15,0.187,0.413,0,0
Ricky Rubio\rubiori01,PG,28,UTA,68,1899,0.404,14.6,2018-2019,0.652,0.226,0.129,0.149,0.148,0.348,0.454,0.582,0.383,0.339,0.435,0.311,0.389,0.873,0,0,0.287,0.37,1,0
D'Angelo Russell\russeda01,PG,22,BRK,81,2448,0.434,16.4,2018-2019,0.581,0.137,0.157,0.178,0.109,0.419,0.482,0.558,0.441,0.504,0.41,0.369,0.155,0.53,0.003,3,0.074,0.468,1,0
Domantas Sabonis\sabondo01,C,22,IND,74,1838,0.59,6.2,2018-2019,0.976,0.491,0.273,0.089,0.123,0.024,0.592,0.741,0.487,0.339,0.407,0.529,0.656,1,0.071,48,0.176,0.333,0,0
Brandon Sampson\sampsbr01,SG,21,CHI,14,214,0.467,14.6,2018-2019,0.517,0.267,0.217,0,0.033,0.483,0.548,0.625,0.538,,0,0.379,0.765,0.909,0.05,3,0.31,0.444,0,0
JaKarr Sampson\sampsja02,SF,25,CHI,4,127,0.537,11.3,2018-2019,0.741,0.241,0.333,0.074,0.093,0.259,0.6,0.692,0.5,0.75,0.6,0.357,0.417,1,0.037,2,0.214,0,0,0
Dario Šarić\saricda01,PF,24,TOT,81,2023,0.437,15,2018-2019,0.536,0.302,0.102,0.045,0.088,0.464,0.499,0.657,0.296,0.226,0.328,0.365,0.742,0.966,0.014,10,0.164,0.321,0,0
Dario Šarić\saricda01,PF,24,PHI,13,396,0.364,17.1,2018-2019,0.47,0.197,0.159,0.023,0.091,0.53,0.435,0.577,0.333,0.333,0.333,0.3,0.815,1,0.015,2,0.1,0.143,0,0
Dario Šarić\saricda01,PF,24,MIN,68,1627,0.454,14.6,2018-2019,0.551,0.326,0.089,0.05,0.087,0.449,0.511,0.668,0.28,0.214,0.327,0.383,0.73,0.959,0.014,8,0.182,0.348,0,0
Tomáš Satoranský\satorto01,PG,27,WAS,80,2164,0.485,12.2,2018-2019,0.694,0.317,0.198,0.104,0.075,0.306,0.524,0.702,0.448,0.255,0.35,0.395,0.477,0.969,0.055,25,0.265,0.372,2,0
Dennis Schröder\schrode01,PG,25,OKC,79,2314,0.414,14.1,2018-2019,0.67,0.251,0.145,0.17,0.104,0.33,0.45,0.52,0.406,0.41,0.409,0.341,0.165,0.798,0.001,1,0.135,0.388,5,0
Mike Scott\scottmi01,PF,30,TOT,79,1395,0.4,18.5,2018-2019,0.4,0.126,0.138,0.067,0.069,0.6,0.399,0.547,0.241,0.464,0.379,0.401,0.627,0.98,0.012,5,0.262,0.424,3,0
Mike Scott\scottmi01,PF,30,LAC,52,748,0.4,18.2,2018-2019,0.422,0.13,0.139,0.074,0.078,0.578,0.412,0.567,0.25,0.412,0.444,0.391,0.675,0.962,0.013,3,0.293,0.462,2,0
Mike Scott\scottmi01,PF,30,PHI,27,647,0.4,18.9,2018-2019,0.374,0.121,0.137,0.058,0.058,0.626,0.38,0.522,0.231,0.545,0.273,0.412,0.556,1,0.011,2,0.227,0.37,1,0
Thabo Sefolosha\sefolth01,SF,34,UTA,50,609,0.477,15.5,2018-2019,0.477,0.262,0.107,0.04,0.067,0.523,0.521,0.59,0.5,0.333,0.4,0.436,0.811,0.971,0.04,4,0.564,0.432,0,0
Wayne Selden\seldewa01,SG,24,TOT,75,1439,0.406,14.1,2018-2019,0.64,0.226,0.182,0.139,0.093,0.36,0.456,0.55,0.375,0.403,0.467,0.316,0.489,0.873,0.041,17,0.241,0.405,0,0
Wayne Selden\seldewa01,SG,24,MEM,32,455,0.404,13.9,2018-2019,0.609,0.273,0.137,0.124,0.075,0.391,0.459,0.568,0.409,0.35,0.333,0.317,0.511,0.9,0.068,8,0.254,0.563,0,0
Wayne Selden\seldewa01,SG,24,CHI,43,984,0.407,14.2,2018-2019,0.655,0.202,0.205,0.146,0.102,0.345,0.455,0.538,0.364,0.426,0.515,0.315,0.479,0.857,0.028,9,0.234,0.308,0,0
Collin Sexton\sextoco01,PG,20,CLE,82,2605,0.43,13.5,2018-2019,0.755,0.266,0.136,0.143,0.209,0.245,0.44,0.57,0.311,0.405,0.381,0.402,0.318,0.639,0.007,7,0.115,0.324,1,0
Landry Shamet\shamela01,SG,21,TOT,79,1802,0.431,20.6,2018-2019,0.289,0.133,0.041,0.048,0.066,0.711,0.453,0.554,0.435,0.37,0.324,0.422,0.74,0.946,0.014,6,0.199,0.456,0,0
Landry Shamet\shamela01,SG,21,PHI,54,1108,0.441,20.5,2018-2019,0.294,0.135,0.046,0.04,0.072,0.706,0.529,0.66,0.438,0.429,0.4,0.404,0.722,0.949,0.02,5,0.184,0.489,0,0
Landry Shamet\shamela01,SG,21,LAC,25,694,0.414,20.6,2018-2019,0.281,0.129,0.033,0.062,0.057,0.719,0.322,0.37,0.429,0.308,0.167,0.45,0.789,0.941,0.005,1,0.225,0.412,0,0
Iman Shumpert\shumpim01,SG,28,TOT,62,1481,0.374,19.9,2018-2019,0.388,0.117,0.031,0.065,0.175,0.612,0.416,0.654,0.214,0.241,0.359,0.348,0.542,0.895,0.002,1,0.304,0.373,1,0
Iman Shumpert\shumpim01,SG,28,SAC,42,1099,0.382,19.6,2018-2019,0.42,0.121,0.034,0.072,0.193,0.58,0.404,0.667,0.167,0.28,0.328,0.366,0.542,0.878,0.003,1,0.287,0.379,1,0
Iman Shumpert\shumpim01,SG,28,HOU,20,382,0.347,21.2,2018-2019,0.276,0.102,0.02,0.041,0.112,0.724,0.481,0.6,0.5,0,0.545,0.296,0.538,0.952,0,0,0.352,0.36,0,0
Pascal Siakam\siakapa01,PF,24,TOR,80,2548,0.549,8.7,2018-2019,0.774,0.403,0.302,0.05,0.019,0.226,0.602,0.722,0.474,0.468,0.444,0.369,0.493,0.975,0.063,58,0.682,0.411,2,0
